periodoA,osf,categoria,p1_a,p1_b,p1_e,p1_g,p1_h,p1_i,p2,p4,p5_a,p5_b,p5_c,p5_e,p6,p6.1,evaluacion,comentarios
1,EHE Educación Continua- Arizona State UniversitySolarSPELL.org,ONG - Desarrollo humano,5,5,5,5,5,5,True,5,5,5,5,5,5,True,5,"['muy', 'buen', 'muy', 'buen', 'gran', 'personas']"
1,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,5,5,5,5,5,0,True,5,"['muy', 'no', 'le', 'sino', 'ellas', 'buen']"
1,"ANSPAC, Asociación Nacional Pro Superación Personal A.C.",ONG - Desarrollo humano,5,5,5,5,5,5,True,5,4,5,5,4,0,True,4,"['placer', 'excelente', 'ellos', 'tuve', 'compartir', 'gran', 'visto']"
1,"Fundación F21, A.C.",ONG - Desarrollo humano,5,5,3,4,4,3,True,0,4,4,4,4,2,True,4,"['tal', 'hubiera', 'mas', 'preguntar', 'dudas', 'muy']"
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,3,4,3,3,3,3,True,0,4,4,4,5,0,True,3,"['no', 'visto', 'se', 'les', 'mas', 'ellos', 'no', 'ellos', 'mas', 'respeto', 'habia', 'eso', 'entender']"
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,0,3,5,5,5,0,True,4,"['falta', 'mas', 'vida', 'llegaron', 'cambio', 'ellos', 'mas']"
1,"ANSPAC, Asociación Nacional Pro Superación Personal A.C.",ONG - Desarrollo humano,4,4,4,4,4,4,True,0,5,5,5,5,2,True,4,"['hubiera', 'mas', 'muy']"
1,Pal Sur del Norte,ONG - Desarrollo humano,4,4,5,5,5,5,True,0,4,5,5,4,2,False,4,[]
1,"Consejo Cívico de Instituciones de Nuevo León, A.C.",ONG - Política y leyes,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['muy', 'esfuerzo', 'ayudar', 'positivo', 'respecto', 'entender', 'tenido', 'han', 'tenido']"
1,Proyecto 99,ONG - Humanitaria,5,5,4,4,4,4,False,0,4,4,4,4,0,False,3,"['encanto', 'hubiera', 'darle', 'no']"
1,Laboratorio Innovación Social Tutores de Resiliencia,ONG - Humanitaria,4,5,4,4,5,4,True,0,5,5,5,5,0,False,4,"['se', 'tal', 'mas', 'porque', 'veces', 'se', 'le', 'hubiera', 'veces', 'casi', 'no', 'haya']"
1,"Vecinos Fuentes del Valle, A.C.",ONG - Medio ambiente,5,5,5,5,5,5,True,0,5,5,5,5,0,False,4,"['excelentes', 'ante', 'se', 'pueden', 'muy', 'no', 'muy', 'dia', 'hora']"
1,"Neurofinanzas, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,5,5,5,5,5,5,True,5,"['muy', 'bonita', 'muy', 'bonita']"
1,"Vecinos Fuentes del Valle, A.C.",ONG - Medio ambiente,5,5,4,5,4,4,True,0,5,5,5,5,0,True,4,"['muy', 'se', 'han', 'llevado', 'personas', 'muy']"
1,Proyecto 99,ONG - Humanitaria,5,5,5,5,5,5,False,0,5,5,5,5,0,True,4,"['les', 'gratuita', 'muy', 'bonita', 'podido', 'compartir', 'ellos']"
1,EHE Educación Continua- Arizona State UniversitySolarSPELL.org,ONG - Desarrollo humano,4,4,4,4,4,3,True,2,5,5,5,5,2,False,4,[]
1,Care Misiones,ONG - Humanitaria,5,5,5,5,5,5,True,5,5,5,5,5,2,True,5,"['muy', 'buen', 'adultos']"
1,EHE Educación Continua- Arizona State UniversitySolarSPELL.org,ONG - Desarrollo humano,5,5,4,5,5,5,True,0,5,5,5,5,0,True,4,"['se', 'ayudar', 'encanto', 'muy']"
1,Dirección de Emprendimiento Social,Emprendimiento y desarrollo,5,5,5,5,5,5,True,5,5,5,3,4,2,True,5,"['muy', 'atento', 'muy', 'pues', 'muy', 'negocio']"
1,Pal Sur del Norte,ONG - Desarrollo humano,5,5,5,5,5,5,True,5,5,5,5,5,2,False,4,[]
1,Pal Sur del Norte,ONG - Desarrollo humano,5,5,5,5,5,5,False,0,5,5,5,5,0,False,4,"['buen', 'se', 'mas', 'mas', 'mas', 'atencion', 'ayudar', 'quien', 'nunca', 'voy']"
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,3,4,4,4,4,4,True,0,4,4,4,4,0,False,3,"['muy', 'ayudar', 'mejorar', 'se', 'se', 'porque', 'porque', 'despues', 'no', 'haya', 'nadie', 'personas']"
1,"SAIFI, Sociedad de Alumnos de Ingeniería Física Industrial",Sociedad de Alumnos ITESM,5,5,4,5,5,5,True,5,5,5,5,5,0,True,5,"['muy', 'siento']"
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['parece', 'excelente', 'se', 'haciendo', 'esfuerzo', 'llevar', 'muy', 'realidad', 'quieren', 'mejorar', 'dia', 'dia']"
1,Proyecto 99,ONG - Humanitaria,5,5,5,5,5,5,True,5,5,5,5,5,2,True,5,"['gran', 'gran']"
1,"Fundación Lazos, IAP",ONG - Humanitaria,4,4,5,4,5,4,True,0,4,4,5,5,2,True,4,[]
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,"['molesto', 'mas', 'no', 'tal', 'parece', 'no', 'se', 'no', 'solo', 'estamos', 'encanta']"
1,Inclusión y Accesibilidad,ONG - Humanitaria,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,['mas']
1,Asociación Iknextia,ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,[]
1,"ACS, American Chemical Society Tecnológico de Monterrey",Investigación,4,4,4,4,4,4,True,2,4,4,4,4,2,True,4,['muy']
1,Monterrey Interactive Media y Entertrainment Cluster,Emprendimiento y desarrollo,4,4,4,5,5,5,True,2,3,4,3,5,0,False,4,"['muy', 'agrado']"
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,[]
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,5,5,5,4,5,False,0,5,5,5,5,0,True,4,"['comentarios', 'mas', 'porque', 'tuve', 'estaban', 'dispuestos', 'ayudar', 'ellos', 'mejorar']"
1,"HIC ME, A.C.",ONG - Desarrollo humano,5,5,5,5,5,4,True,0,4,4,4,4,0,True,4,"['encanta', 'les', 'segundo', 'tuve', 'mas', 'cambio']"
1,Sacbé,ONG - Arte y cultura,5,5,5,5,5,5,True,0,5,5,5,5,2,False,4,"['ayudar', 'se', 'ayudar']"
1,Care Misiones,ONG - Humanitaria,5,5,5,5,5,5,True,5,4,4,4,4,0,True,4,"['muy', 'visitas', 'centro', 'se', 'tenia', 'muy', 'adultos', 'ellos']"
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,5,5,4,4,5,5,True,0,5,5,5,5,0,True,4,"['muy', 'se', 'atencion', 'le']"
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,5,4,2,2,3,False,2,4,5,5,5,2,False,3,"['falta', 'ayudar']"
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,False,0,5,5,5,5,2,False,4,[]
1,Dirección de Emprendimiento Social,Emprendimiento y desarrollo,3,4,4,4,4,4,True,2,4,4,4,4,0,True,4,"['gran', 'idea', 'cambiar', 'empresa']"
1,"Be The Match MX, A.C.",ONG - Salud,5,5,5,5,5,5,True,0,5,5,5,5,0,False,4,"['siento', 'muy', 'se', 'siento', 'se', 'pues', 'muy', 'muy', 'pueden']"
1,"Consejo Cívico de Instituciones de Nuevo León, A.C.",ONG - Política y leyes,4,5,5,5,4,3,True,2,5,5,5,5,0,False,4,"['agradable', 'haciendo']"
1,"Despierta, Cuestiona y Actúa, A. C.",ONG - Humanitaria,5,5,5,5,5,3,True,0,5,5,5,5,2,True,4,['muy']
1,"Centro de Capacitación y Talento Empresarial Industrial, A.C.",ONG - Desarrollo humano,5,4,5,5,5,5,True,0,5,5,5,4,0,True,4,"['duda', 'mas', 'tenemos', 'se', 'se', 'muy']"
1,"Be The Match MX, A.C.",ONG - Salud,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['gran', 'se', 'no', 'personas']"
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['compartir', 'se', 'ellos', 'se', 'genial', 'dar']"
1,"Centro de Capacitación y Talento Empresarial Industrial, A.C.",ONG - Desarrollo humano,5,5,5,5,5,5,True,0,5,5,5,5,2,False,4,"['les', 'se', 'mas', 'muy', 'bonita']"
1,Laboratorio Innovación Social Tutores de Resiliencia,ONG - Humanitaria,5,5,5,5,5,4,True,0,5,5,5,5,0,True,4,"['mas', 'necesidades', 'simple', 'personas', 'se', 'no', 'mejorar', 'mejorar']"
1,"Centro de Capacitación y Talento Empresarial Industrial, A.C.",ONG - Desarrollo humano,4,5,5,5,4,4,True,0,5,5,5,5,0,True,4,"['les', 'agradecer', 'debe', 'necesidades', 'mejorar', 'personas']"
1,"Centro de Capacitación y Talento Empresarial Industrial, A.C.",ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,"['muy', 'muy']"
1,"Centro de Capacitación y Talento Empresarial Industrial, A.C.",ONG - Desarrollo humano,4,5,5,5,5,4,True,0,5,5,5,5,0,True,4,"['gran', 'se', 'satisfactoria', 'se', 'satisfactoria']"
1,Community FIRST For Inspiration and Recognition of Science and Technology,Emprendimiento y desarrollo,5,5,5,5,5,4,True,2,5,5,5,5,0,True,4,['gran']
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['muy', 'se', 'va', 'nueva', 'cuenta', 'muy', 'genial']"
1,"SAIIS, Sociedad de Alumnos de Ingeniero Industrial y de Sistemas",Sociedad de Alumnos ITESM,4,4,4,4,4,4,True,5,4,4,4,4,2,True,4,"['muy', 'staff', 'excelente', 'muy', 'hubiera']"
1,Club Deportivo Pumas AC,Actividades recreativas,5,3,4,4,3,5,False,0,4,5,4,5,2,False,3,['mejorar']
1,EHE Educación Continua- Arizona State UniversitySolarSPELL.org,ONG - Desarrollo humano,5,5,4,5,4,4,True,0,4,4,5,5,0,True,4,['increible']
1,"Be The Match MX, A.C.",ONG - Salud,5,5,5,5,5,5,True,2,5,5,5,5,2,False,4,['muy']
1,"Hagámoslo Bien por una Cultura de la Legalidad, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['no', 'porque']"
1,"WEEDS, Worldwide Education in Environmental Development and Sustainability, A.C.",ONG - Medio ambiente,5,5,5,5,5,5,True,5,5,5,5,5,0,True,5,"['muy', 'excelente', 'se', 'cuenta', 'muy', 'cuando', 'alguien', 'le', 'haciendo']"
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['se', 'muy', 'les', 'mas', 'iban', 'se', 'ayudar']"
1,Dirección de Servicio Social - PASS,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['muy', 'no', 'solo', 'primer', 'no']"
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,5,5,3,4,5,True,0,5,5,5,5,0,False,4,"['entender', 'realidad', 'partir', 'realidad', 'tenemos', 'cambio', 'seguir', 'cambio', 'dar']"
1,"AICHE, American Institute of Chemical Engineering",Investigación,5,5,5,5,5,5,True,2,5,5,5,5,0,False,4,"['comentarios', 'siento', 'muy']"
1,"Vecinos Fuentes del Valle, A.C.",ONG - Medio ambiente,5,5,5,4,4,4,True,2,4,5,4,5,2,False,4,[]
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,3,3,3,3,3,3,True,2,4,4,4,4,2,True,3,[]
1,"WEEDS, Worldwide Education in Environmental Development and Sustainability, A.C.",ONG - Medio ambiente,5,5,5,4,4,4,True,2,4,4,5,5,0,True,4,"['cambio', 'cambio']"
1,"CONAFE, Consejo Nacional de Fomento Educativo",ONG - Desarrollo humano,3,3,3,3,3,3,True,2,3,3,3,3,2,False,3,[]
1,"CÁRITAS MEXICANA, IAP",ONG - Salud,4,4,4,3,4,3,False,0,5,5,5,5,0,False,3,"['esa', 'hubo']"
1,"Centro de Capacitación y Talento Empresarial Industrial, A.C.",ONG - Desarrollo humano,4,5,5,4,4,5,True,0,3,5,3,4,0,True,4,"['muy', 'porque', 'no', 'sino', 'bajo', 'sentido', 'muy', 'otra', 'muy', 'porque', 'profesional', 'se', 'sentido', 'mas', 'real']"
1,"UNAC, Unidos por el Arte contra el Cáncer Infantil, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,2,False,4,[]
1,"SAIM, Sociedad de Alumnos de Ingeniero Mecánico",Sociedad de Alumnos ITESM,5,5,5,5,4,1,True,2,5,5,5,5,0,True,4,"['mas', 'muy', 'ellos', 'mas']"
1,"Inter-accion jóvenes por un futuro con oportunidades, A.C.",ONG - Desarrollo humano,3,3,1,3,2,3,True,2,4,4,5,5,2,False,3,['falta']
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,4,5,3,4,4,False,2,4,4,4,4,0,True,3,"['muy', 'muy', 'dar', 'porque', 'no', 'tuvo', 'no', 'entonces', 'le']"
1,Dirección de Servicio Social - PASS,Dirección Servicio Social Campus Mty.,4,4,4,4,4,4,False,5,2,4,3,5,2,True,4,"['muy', 'amables']"
1,Dirección de Servicio Social - PASS,Dirección Servicio Social Campus Mty.,5,4,5,5,5,5,True,2,5,5,5,5,0,True,4,['increible']
1,"Centro de Capacitación y Talento Empresarial Industrial, A.C.",ONG - Desarrollo humano,5,5,5,5,5,5,True,0,4,4,4,3,0,True,4,"['siento', 'ayudar', 'mas', 'nada', 'siento', 'han', 'personal', 'encanta', 'viene', 'otro']"
1,"Despierta, Cuestiona y Actúa, A. C.",ONG - Humanitaria,4,5,4,4,5,5,True,0,3,3,2,5,2,False,3,"['comentario', 'comentarios']"
1,"Congregación Mariana Trinitaria, A.C.",ONG - Humanitaria,4,4,4,4,4,4,True,5,4,4,4,4,2,False,4,[]
1,"CÁRITAS MEXICANA, IAP",ONG - Salud,5,5,5,5,5,5,True,2,4,4,4,4,2,False,4,['muy']
1,"Centro de Capacitación y Talento Empresarial Industrial, A.C.",ONG - Desarrollo humano,3,3,3,3,2,1,False,2,5,5,5,5,0,True,3,"['encanta', 'no', 'solo']"
1,"Paso de Esperanza, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,['eso']
1,Proyecto 99,ONG - Humanitaria,4,4,5,4,4,5,False,0,4,5,5,5,0,False,3,"['ayudar', 'mas', 'evitar', 'excelentes', 'falta', 'mas', 'ellos', 'se', 'no', 'porque', 'no', 'clase', 'necesario', 'se', 'ella']"
1,NotFound,,5,5,4,4,4,4,True,2,5,5,4,5,2,False,4,[]
1,"Patronato Parque Huasteca, A.C.",ONG - Medio ambiente,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['no', 'tenia', 'traer']"
1,"Inter-accion jóvenes por un futuro con oportunidades, A.C.",ONG - Desarrollo humano,2,2,1,1,1,2,False,0,5,5,5,5,2,False,2,"['parece', 'no', 'atencion', 'dudas', 'otra', 'dudas', 'no', 'hubiera', 'tenido', 'mas', 'atencion']"
1,EHE Educación Continua- Arizona State UniversitySolarSPELL.org,ONG - Desarrollo humano,5,5,4,5,4,5,False,0,5,5,5,5,2,False,4,"['mas', 'final', 'buscar', 'final', 'no', 'mas']"
1,"Tierra de Artistas, A.C.",Actividades recreativas,5,5,4,5,5,5,True,0,5,5,5,5,2,False,4,"['encanto', 'historia']"
1,"UNAC, Unidos por el Arte contra el Cáncer Infantil, A.C.",ONG - Humanitaria,4,4,3,3,4,4,False,0,5,5,5,5,0,False,3,"['muy', 'no', 'muy', 'claro', 'se', 'no', 'sabe', 'siento', 'porque', 'cantidad', 'darle']"
1,"SALRI, Sociedad de Alumnos de Licenciatura en Relaciones Internacionales",Sociedad de Alumnos ITESM,3,3,3,3,3,4,True,0,5,4,5,3,2,False,3,[]
1,"SAITC, Sociedad de Alumnos de Ingeniería en Tecnologías Computacionales",Sociedad de Alumnos ITESM,5,5,5,5,5,5,True,0,4,5,5,5,0,True,4,"['tenga', 'siguiente', 'darle', 'estos', 'les', 'esos', 'mas', 'siento']"
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,5,5,5,5,4,True,2,4,5,4,4,2,False,4,[]
1,"Despierta, Cuestiona y Actúa, A. C.",ONG - Humanitaria,5,4,5,5,5,5,True,0,5,5,5,4,2,False,4,"['saber', 'esos', 'les', 'les', 'muy']"
1,Dirección de Emprendimiento Social,Emprendimiento y desarrollo,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,['ninguno']
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['se', 'se', 'muy', 'muy']"
1,Dirección de Emprendimiento Social,Emprendimiento y desarrollo,4,4,3,4,5,4,False,0,5,5,5,5,0,True,4,"['forma', 'soy', 'se', 'veces']"
1,"Ya Puedo Escucharte, A.C.",ONG - Salud,5,5,5,5,5,5,True,0,5,5,5,5,2,False,4,[]
1,Centro Virtual de Aprendizaje Tec de Monterrey,Emprendimiento y desarrollo,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,['muy']
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,4,4,4,4,4,False,0,5,5,5,5,2,True,4,"['agradecer', 'llevamos', 'muy', 'dudas', 'mejorar']"
1,Zihuame Mochilla A.C.,ONG - Humanitaria,5,5,4,5,5,5,True,2,5,5,5,5,0,False,4,"['no', 'persona', 'experiencias', 'persona', 'le', 'eso', 'personas', 'esas']"
1,"Inter-accion jóvenes por un futuro con oportunidades, A.C.",ONG - Desarrollo humano,5,5,4,4,4,4,True,2,5,5,5,5,0,False,4,"['siento', 'hubo', 'muy']"
1,Asociación Iknextia,ONG - Humanitaria,5,5,5,5,5,5,True,5,5,5,5,5,0,False,4,"['muy', 'buen', 'le', 'veces', 'se', 'muy']"
1,Dirección de Servicio Social - PASS,Dirección Servicio Social Campus Mty.,4,5,4,4,5,4,True,5,4,4,4,4,2,False,4,[]
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,5,4,4,5,4,4,True,5,5,5,5,5,0,True,4,"['muy', 'solo', 'haya', 'muy', 'alguien']"
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,4,5,4,4,4,False,0,4,5,5,4,0,False,3,"['siento', 'falta', 'mas', 'personas', 'tal', 'mas', 'darle', 'mas', 'poner']"
1,"Centro de Capacitación y Talento Empresarial Industrial, A.C.",ONG - Desarrollo humano,3,3,3,3,3,2,True,0,4,4,4,4,0,False,3,"['mas', 'final', 'muy', 'no', 'tuvo', 'iba', 'no']"
1,"SATEM, Sociedad Astronómica del Tecnológico de Monterrey",Sociedad de Alumnos ITESM,5,5,5,5,5,5,False,2,5,5,5,5,0,True,4,[]
1,"AICHE, American Institute of Chemical Engineering",Investigación,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,[]
1,Asociación Iknextia,ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,2,False,4,[]
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,4,4,4,4,4,False,5,4,4,4,4,2,True,4,['muy']
1,Dirección de Servicio Social - PASS,Dirección Servicio Social Campus Mty.,5,5,5,5,5,5,True,0,4,5,5,5,0,True,4,"['muy', 'porque', 'ellos', 'mas', 'se', 'muy', 'no', 'ayudar', 'buen']"
1,"CIDEPO, Centro de Investigación y Desarrollo de Políticas Públicas, A.C.",Investigación,5,5,5,5,5,5,True,5,5,5,5,5,0,False,4,"['excelente', 'muy', 'atencion', 'excelente', 'personas', 'respeto', 'personas']"
1,Laboratorio Innovación Social Tutores de Resiliencia,ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,"['trabajando', 'muy', 'dar']"
1,"ARENA, Asociación Regiomontana de Niños Autistas, A.B.P",ONG - Salud,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['muy', 'gran', 'muy', 'hubiera', 'mas']"
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,5,4,5,5,4,True,0,4,5,5,4,5,True,4,['muy']
1,"Be The Match MX, A.C.",ONG - Salud,4,4,4,3,3,4,True,0,4,4,5,4,0,True,4,"['parece', 'muy', 'parece', 'muy', 'gran', 'cantidad', 'personas', 'se', 'ayudar', 'ayudar', 'personas']"
1,Inclusión y Accesibilidad,ONG - Humanitaria,5,1,5,5,5,5,True,5,5,5,5,5,0,False,4,"['excelentes', 'gran', 'contacto', 'personas', 'compartir']"
1,"FONDEAGG, Fondo Educativo Gral. de Div. Anacleto Guerrero Guajardo, A.C",ONG - Desarrollo humano,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,"['encanto', 'muy', 'seguir', 'muy']"
1,EHE Educación Continua- Arizona State UniversitySolarSPELL.org,ONG - Desarrollo humano,3,4,2,3,4,5,True,0,3,4,3,3,0,True,3,['ayudar']
1,Fundación JOMAR A.C,ONG - Humanitaria,4,4,5,4,5,4,True,0,4,4,4,4,0,True,4,"['parece', 'muy', 'se', 'se', 'debe', 'mejorar', 'compartir']"
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,4,4,4,4,4,False,2,3,4,4,4,0,True,3,"['mismo', 'di', 'cuenta', 'no', 'tenia', 'ni', 'idea', 'no', 'ni', 'porque', 'no']"
1,"Vecinos Fuentes del Valle, A.C.",ONG - Medio ambiente,4,4,4,4,4,4,False,0,4,4,4,4,0,True,3,['no']
1,"CIBRUC, CENTRO DE INVESTIGACION SOBRE BIODIGESTION ANAEROBIA Y RESIDUOS URBANOS, A.C.",Investigación,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['impresionante', 'contacto', 'eso', 'no', 'seguir']"
1,"Comedor Infantil Mensajero de Paz - Esperanza al Débil, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,5,4,5,5,5,0,False,4,"['excelente', 'hubiera', 'mas', 'no']"
1,Proyecto 99,ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['se', 'muy', 'se', 'compartir']"
1,"AMMAC, Alianza de Ministerios de Misericordia, A.C.",ONG - Humanitaria,5,5,5,5,5,5,True,2,4,5,5,5,2,False,4,['muy']
1,"FONDEAGG, Fondo Educativo Gral. de Div. Anacleto Guerrero Guajardo, A.C",ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,5,5,5,0,True,4,"['dar', 'dar']"
1,NotFound,,5,5,5,4,3,4,True,0,5,3,5,4,2,True,4,['muy']
1,"CIBRUC, CENTRO DE INVESTIGACION SOBRE BIODIGESTION ANAEROBIA Y RESIDUOS URBANOS, A.C.",Investigación,4,5,5,5,5,4,True,0,4,5,5,4,0,True,4,"['no', 'les', 'les', 'ello', 'muy', 'ellos', 'di', 'ellos']"
1,"Ya Puedo Escucharte, A.C.",ONG - Salud,4,4,3,4,3,3,False,2,4,5,5,3,2,True,3,[]
1,Asociación Iknextia,ONG - Humanitaria,4,4,3,3,4,4,False,0,5,5,5,5,0,False,3,"['solo', 'veces', 'no', 'muy', 'se']"
1,"Be The Match MX, A.C.",ONG - Salud,3,4,3,4,3,5,True,0,5,3,3,4,0,False,3,"['muy', 'respeto', 'seguir', 'muy', 'no', 'porque']"
1,Asociación Iknextia,ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,2,True,4,"['parece', 'muy', 'personal']"
1,Sacbé,ONG - Arte y cultura,5,5,5,5,5,5,True,0,5,5,5,5,2,False,4,[]
1,Asociación Iknextia,ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['haciendo', 'mujeres', 'muy', 'ellos']"
1,Asociación Iknextia,ONG - Humanitaria,4,4,5,5,5,4,False,0,5,5,5,5,5,True,4,"['encanto', 'encanto', 'encanta', 'ayudar', 'caso', 'muy']"
1,"LIFE, Liderazgo y Formación Estudiantil",ONG - Desarrollo humano,5,5,5,5,5,5,True,2,5,5,5,5,2,True,5,['muy']
1,Community FIRST For Inspiration and Recognition of Science and Technology,Emprendimiento y desarrollo,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['muy', 'haciendo', 'tuve', 'darle', 'vida', 'personal', 'profesional', 'hubo', 'cuenta', 'necesidades', 'hubo', 'falta', 'se', 'se', 'tuvo', 'final', 'se', 'pusieron']"
1,"Centro de Capacitación y Talento Empresarial Industrial, A.C.",ONG - Desarrollo humano,3,3,3,3,3,3,True,2,4,4,4,4,2,False,3,['mas']
1,EHE Educación Continua- Arizona State UniversitySolarSPELL.org,ONG - Desarrollo humano,4,4,4,4,4,3,True,2,4,4,4,3,0,True,4,"['muy', 'se', 'dicho', 'se', 'tenia', 'se', 'estamos', 'se', 'seguir', 'trabajando']"
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,5,5,5,5,4,5,True,0,5,5,5,5,0,False,4,"['se', 'pueden', 'mas', 'tal', 'pues', 'parece', 'muy', 'se', 'pueden', 'mas', 'se', 'pueden', 'dudas']"
1,Dirección de Emprendimiento Social,Emprendimiento y desarrollo,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['comentario', 'orden', 'dejaron', 'tuve', 'caso', 'empresa', 'se', 'tenia']"
1,EHE Educación Continua- Arizona State UniversitySolarSPELL.org,ONG - Desarrollo humano,5,4,4,5,5,5,True,0,5,5,5,4,2,False,4,[]
1,"Patronato Parque Huasteca, A.C.",ONG - Medio ambiente,4,4,4,4,4,4,True,2,4,4,4,4,5,True,4,['muy']
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,4,5,4,4,5,True,2,5,5,5,5,0,True,4,"['porque', 'cuenta', 'positivo']"
1,"Despierta, Cuestiona y Actúa, A. C.",ONG - Humanitaria,5,5,5,5,5,5,True,0,5,5,5,5,2,False,4,[]
1,Dirección de Emprendimiento Social,Emprendimiento y desarrollo,5,5,5,5,4,5,True,0,4,4,5,5,0,True,4,"['empresa', 'se', 've', 'producto', 'real', 'mas']"
1,Asociación Iknextia,ONG - Humanitaria,5,5,4,5,4,5,False,2,5,5,5,5,0,False,4,"['muy', 'personal', 'gran', 'puesto']"
1,"Tierra de Artistas, A.C.",Actividades recreativas,5,5,5,5,5,5,True,0,5,5,5,5,0,True,4,"['encanta', 'dejan', 'encanto', 'historia']"
1,"Tierra de Artistas, A.C.",Actividades recreativas,5,5,5,5,5,5,False,2,5,5,5,5,0,True,4,"['muy', 'mas']"
1,"Tierra de Artistas, A.C.",Actividades recreativas,5,5,4,4,4,3,True,0,4,5,5,5,2,True,4,['vida']
1,Dirección de Servicio Social - Aprendizajes para todos,Dirección Servicio Social Campus Mty.,4,4,4,4,4,4,True,2,4,4,4,4,2,False,4,[]
